000 153 255	103 146 248	051 152 255	000 172 183
000 153 204	126 141 194	114 142 207	000 161 172
000 153 153	138 137 143	141 134 157	031 151 163
000 153 102	144 134 094	155 129 108	057 146 157
000 153 051	147 133 045	162 126 061	066 144 154
000 153 000	148 133 000	163 126 037	068 143 154
000 102 255	000 126 254	000 144 236	000 146 154
000 102 204	026 102 204	000 120 201	000 130 138
000 102 153	078 095 147	061 098 154	000 114 122
000 102 102	092 091 095	094 090 105	021 101 109
000 102 051	097 089 046	106 085 056	042 096 104
000 102 000	099 088 000	109 084 024	045 095 102
000 051 255	091 145 255	000 140 226	000 131 137
000 051 204	000 111 222	000 120 194	000 111 116
000 051 153	000 083 166	000 094 154	000 089 094
000 051 102	013 051 102	000 062 104	000 067 071
000 051 051	046 046 048	047 045 052	010 050 054
000 051 000	049 044 000	054 042 012	023 048 051
000 000 255	113 156 255	000 139 223	000 127 133
000 000 204	000 120 240	000 118 190	000 106 110
000 000 153	000 096 193	000 094 151	000 081 085
000 000 102	000 068 135	000 065 104	000 055 057
000 000 051	000 035 070	000 033 053	000 028 029
000 000 000	000 000 000	000 000 000	000 000 000
